userId,movieId,len,recall@5000,rating,movies,pred,MRR
10143,"['150', '1246', '1580', '364', '588', '1073', '4886', '4995', '7090', '8983', '595', '8368', '45722', '17', '4993', '590', '912', '913', '953', '2012', '40819', '708', '919', '1408', '8970', '594', '2080', '3396', '2087', '5816', '534', '1271', '4857', '40629', '1957', '4896', '914', '920', '1269', '40815', '41566', '54001', '940', '1950', '1907', '3479', '45431', '2565', '938', '3397', '900', '1947', '2501', '3549', '5991', '8989']",56,0.125,"[5.0, 3.5, 4.0, 3.0, 4.0, 3.5, 5.0, 4.0, 4.5, 5.0, 3.5, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 3.5, 3.5, 4.0, 4.5, 3.0, 4.5, 3.0, 3.0, 3.0, 4.0, 3.5, 4.5, 5.0, 3.0, 3.0, 5.0, 4.0, 4.5, 4.5, 4.0, 5.0, 4.5, 5.0, 3.0, 4.0, 4.5, 5.0, 3.5, 4.5, 4.0, 4.5, 5.0, 4.0, 4.5, 4.0, 5.0, 5.0, 5.0, 5.0]","['323695', '387700', '221917', '37429', '85304', '59126', '27644', '18846', '26599', '84771', '185768', '64051', '189359', '128606', '103168', '79308', '194310', '352387']","[0.6379809822552027, 0.6373279436652867, 0.63693853927192, 0.6210318985018941, 0.6101440511668602, 0.6042587853046008, 0.6030234835381072, 0.597163879595921, 0.5952471124516266, 0.5875233826056764, 0.5712924364880199, 0.567983176024159, 0.5676567668996789, 0.566843345850138, 0.564086458117944, 0.5638781478113971, 0.5633647170991436, 0.5563113510863633]",0.008928571428571428
10503,"['1884', '1732', '2692', '4011', '4499', '4886', '1968', '2612', '3176', '316', '2321', '1278', '18', '2325', '663', '1967', '1660', '2212', '2280', '2282', '2295', '3145', '5460', '5528']",24,0.4166666666666667,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0]","['72809', '27644', '51359', '41206', '36362', '2969', '120268', '46744', '52853', '38077', '4993', '38273', '42816', '147843', '3007', '130900', '111759', '134427']","[0.7713761702796924, 0.7325618244500323, 0.7270853240390197, 0.7146623163031436, 0.7076496506462884, 0.7039053492205838, 0.703484202887801, 0.6905748998197184, 0.6850090424629908, 0.6819061112562079, 0.6817615864493639, 0.6812300752483027, 0.6796997402840765, 0.677943575412514, 0.6776928354205807, 0.6744904071232292, 0.6721853172030937, 0.6708265423048695]",0.003484320557491289
10802,"['260', '541', '608', '1884', '1961', '223', '750', '265', '562', '912', '953', '1277', '2020', '1639', '2770', '919', '1278', '2019', '123', '306', '1282', '1641', '1245', '307', '1907', '2140', '2463', '80', '1280', '1611', '2132']",31,0.1935483870967742,"[4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]","['8337', '72809', '4327', '211672', '4978', '6715', '116437', '347328', '3037', '7090', '5146', '1963', '4169', '4927', '43860', '2047', '8884', '2620']","[0.8008633389586134, 0.7966277752814551, 0.7820193410531384, 0.7807455083018914, 0.7663598942370459, 0.7569902033758991, 0.7547431851540782, 0.7537717143703592, 0.7492683610195071, 0.7469100749755913, 0.746518177314667, 0.7460875125497975, 0.7451012765712397, 0.7363766111887858, 0.735707468163755, 0.7333153281629312, 0.7313335067985081, 0.7308814636886081]",0.002680965147453083
10843,"['296', '653', '344', '648', '780', '539', '95', '317', '410', '440', '586', '12']",12,0.4166666666666667,"[3.0, 3.0, 5.0, 5.0, 5.0, 3.0, 4.0, 3.0, 3.0, 3.0, 5.0, 3.0]","['211672', '185720', '65216', '245891', '58928', '35568', '73144', '300402', '353125', '745', '37429', '27208', '260', '15990', '282247', '387700', '266558', '39317']","[0.9526752593438834, 0.9504874536902054, 0.9449723471934932, 0.9447355852747877, 0.9378449728622309, 0.936080322109633, 0.933352394428681, 0.9323363369269713, 0.9301725328620603, 0.9265719143562644, 0.9211419115395187, 0.9206641915584127, 0.9185583103840501, 0.9177979605044744, 0.9169588521790892, 0.9168190441398401, 0.915922418796495, 0.9153599426402864]",0.0007633587786259542
10959,"['150', '165', '318', '380', '457', '480', '593', '292', '377', '344', '592', '62', '539', '590', '349', '153', '173', '185', '316', '329', '434', '440', '442', '587']",24,0.0,"[4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 4.0]","['51357', '78', '84771', '51359', '27644', '26599', '40629', '66878', '199916', '39005', '186982', '271110', '26537', '22114', '56974', '189696', '79308', '369228']","[0.8110628298291427, 0.8094080941185388, 0.7902682753738245, 0.7882396627769169, 0.7689457974254106, 0.7660845901406123, 0.7615874166962081, 0.7569260092520214, 0.7515682999073819, 0.7390260291968788, 0.7338883115997502, 0.7332065139101008, 0.7331346806285367, 0.7328035075094069, 0.7274571269356638, 0.7243450460392423, 0.7240778593627344, 0.717699669928642]",0.0
11003,"['260', '318', '541', '924', '1265', '1374', '1610', '2762', '2959', '2028', '2692', '2791', '3114', '3527', '1573', '316', '1396', '1127', '1372', '2105', '1126', '1255', '1730', '2163']",24,0.1666666666666666,"[4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 3.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0]","['62206', '221917', '745', '38356', '324852', '44943', '947', '337339', '211672', '767', '57353', '27644', '675', '2502', '12444', '90', '2064', '319']","[0.8238369374125037, 0.8178406634950383, 0.8140578660549891, 0.8016072836581606, 0.7940513967268645, 0.783767050786648, 0.7722615448284326, 0.7698708919771952, 0.764740548893796, 0.7640158064887679, 0.7639785634264087, 0.750872017870526, 0.7497781604090458, 0.7464032986367524, 0.7424689065829053, 0.7419348241457336, 0.7416093405428311, 0.7373867029943442]",0.0014265335235378032
11267,"['260', '457', '1265', '1387', '364', '1073', '1393', '3114', '595', '648', '17', '788', '2671', '539', '597', '2355', '265', '912', '916', '1380', '1721', '252', '317', '440', '587', '1250', '3418', '11', '339', '919', '1259', '2006', '2100', '2125', '2105', '1088', '1608', '2966', '594', '497', '1023', '2080', '2087', '534', '509', '920', '1702', '1959', '2000', '2078', '262', '531', '2161', '3479', '2565', '3512', '2056', '1947', '1951', '2015', '2059', '2077', '2312', '2453', '3034', '3061', '3699']",67,0.1044776119402985,"[4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 3.0, 3.0, 3.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 5.0, 4.0, 3.0, 3.0, 3.0, 3.0, 5.0, 4.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0]","['527', '745', '27208', '670', '142528', '246422', '1280', '307', '80', '116', '108', '2357', '1051', '501', '2692', '309', '12155', '90']","[0.8488511819709559, 0.8338964512892437, 0.8002924993936795, 0.7952838871992172, 0.7785143967696264, 0.7634563611830614, 0.7599288851863621, 0.7578955820707796, 0.7560485080043079, 0.7553140477977152, 0.7534304336103995, 0.7468002082888878, 0.7456603174074706, 0.7373292136853823, 0.7353267196985405, 0.7345471441201865, 0.7343357483811217, 0.7319106430469302]",0.013888888888888888
11341,"['608', '2762', '2959', '364', '750', '858', '5618', '26614', '58559', '4973', '4993', '902', '912', '19', '293', '2470', '2019', '3681', '36529', '306', '2018', '1281', '2000', '3489', '2005', '2048', '1566', '290', '1665', '3030', '5971', '8371', '8810', '26939', '56171', '80219']",36,0.25,"[4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.5, 4.0, 4.0, 3.5, 3.0, 3.5, 4.5, 3.5, 4.5, 3.5, 4.5, 4.0, 4.0, 4.0, 4.0, 3.5, 3.5, 3.5, 3.0, 4.0, 3.5, 3.5, 3.0, 4.5, 4.5, 3.0, 3.5, 4.0, 3.5, 4.5]","['1398', '593', '84771', '5618', '745', '701', '947', '182899', '84505', '867', '26614', '38077', '27644', '99236', '85540', '42816', '80572', '51359']","[0.7945202591384936, 0.7922049615831106, 0.7900051044647816, 0.7800342318910012, 0.7797453939046474, 0.7616110881238344, 0.7558475731007491, 0.7513887447725466, 0.7423584758835765, 0.741052319178476, 0.739718768658977, 0.7396369940903833, 0.7388098718358375, 0.7385989722442893, 0.7385626065501009, 0.7381504215896534, 0.7374690304910946, 0.7352235668349391]",0.25
1138,"['165', '318', '380', '457', '480', '541', '924', '1610', '2762', '3168', '858', '1073', '2028', '2395', '2692', '648', '780', '92', '1059', '6', '1573', '3160', '597', '909', '70', '95', '154', '163', '198', '233', '265', '266', '288', '300', '349', '464', '562', '599', '659', '702', '707', '714', '764', '902', '912', '913', '916', '922', '923', '926', '928', '942', '953', '996', '1103', '1244', '1247', '1248', '1251', '1252', '1254', '1260', '1277', '1284', '1285', '1377', '1380', '1394', '1419', '1544', '1552', '1572', '1627', '1648', '1683', '1719', '1721', '1735', '1834', '1912', '1913', '1938', '1939', '1955', '2011', '2012', '2020', '2094', '2160', '2165', '2186', '2239', '2528', '2575', '2612', '2616', '2731', '2779', '2789', '2925', '2927', '3019', '3083', '3125', '3134', '3176']",106,0.2452830188679245,"[5.0, 3.0, 3.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0, 5.0, 3.0, 3.0, 4.0, 5.0, 3.0, 5.0, 3.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0]","['1398', '27118', '3007', '38460', '2769', '33387', '33392', '182899', '5618', '3088', '85638', '111759', '164827', '4993', '84505', '170078', '706', '38077']","[0.7348801616695697, 0.6947609234178324, 0.6831215489683766, 0.6796430986431046, 0.6701458332150855, 0.6670502212634879, 0.6670502212634879, 0.6668562621312287, 0.6649555138940907, 0.6603338436916021, 0.657694859212376, 0.6549746416458632, 0.649528531951912, 0.6494779502384495, 0.6461297986364969, 0.6449026747800418, 0.6417279689573089, 0.6412548652920506]",0.02564102564102564
11461,"['260', '296', '457', '541', '608', '778', '223', '377', '551', '1073', '1089', '648', '780', '17', '788', '661', '95', '154', '288', '293', '345', '745', '194', '14', '111', '319', '247', '162', '306', '100', '112', '159', '535', '786', '307', '348', '800', '85', '501', '781', '68', '97', '215', '322', '617', '896']",46,0.108695652173913,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 3.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0]","['43860', '7227', '2620', '4978', '1398', '27644', '8337', '5923', '1727', '221234', '5618', '2924', '280', '3088', '3022', '27118', '4993', '2493']","[0.736972063707291, 0.7368873114329688, 0.6949129789668325, 0.694243440996131, 0.6942359777634891, 0.6936195806026788, 0.6908833524387175, 0.6829102707002944, 0.6741566828273469, 0.6722189569637289, 0.666684586470952, 0.6639240709679995, 0.6584805571412433, 0.6550258634052413, 0.6530450468664457, 0.6481380455467989, 0.6471051446302761, 0.6461306613826252]",0.0006172839506172839
